no,cnName,enName,baituTier,enTier,chenTier,jpName,comment_jpwiki_cn,effect,baituDesc,enDesc,chenDesc
D049,书架,Bookshelf,T2,D,,本棚,条件偏重，但只要启动2次也有6饭，不算差。还带1点也很优秀。像无心的学生那样，不支付费用出的话也能拿到3饭。,"Immediately before each time you play an occupation (even before paying the occupation cost), you get 3 food.","条件：3 职业 费用：1w
效果：1 分，每打出一张职业，得3f
强度：在8 抽7 等较弱环境下，这张卡接近强 T2，在10 抽7 这种高强度环境下，这张卡接近 T1，因为他很需要多打职业。本身1w换1 分 不亏，每打一张职业，净赚1.5 收益，拉满6 收益。
难度：2/5
用法：尽早打出三职业，第2-4 季抢生打出书 架，然后打后期职业，主要轮抽时职业要前后 期平均 搭配：职业流","Bookshelf Bookshelf 1W for 1VP is an ok deal by itself, so this
doesn't need to give a huge benefit to be worth it. You won't always be in a
situation where you have played three occupations and plan on playing another,
but if you are this is usually worth it. It can get very silly when comboed
with cards like the Educator or Perpetual Student.",
D115,草料种植工,Fodder Planter,T4,,,飼い葉の栽培人,即使在13R打出、仅靠两次收获就能启动也已经足够有效。收获后还能播种，所以园艺事务长更容易瞄准。,"In the breeding phase of each harvest, for each newborn animal you get, you can sow crops in exactly 1 field.","效果：繁殖阶段，你每只繁殖的动物让你在一个田上播种作物
强度：先牧后农的典型卡，第五季拿满动物的话，有着省2个关键动，略大于4分的价值，在特殊情况下，第四季或更早就可以开刷，那么强度可以达到5+。
难度：4/5
用法：先牧后农，既要你早栅栏早动物，又要你早田早种子。基本要有强力省动卡，或者强力的田，木头卡，不然都会是问题。此外，不卡翻修的卡也是适合这张的，因为这张卡要晚翻。",,
D118,冥顽之人,Bonehead,T2,,,唐変木,如果在中盘之前打出，虽然有时间延迟，但一手6木。,"When you play this card, immediately place 6 wood on it. Immediately after each time you play a card from your hand, including this one, you get 1 wood from this card.","效果：摆6木在此卡上，每从手中打出一张卡，可以从此卡获得1w，包括打出此卡
强度：稳健的短反馈6w，比拾木工更强
难度：2/5
用法：一般来讲，应当在第一季打这张卡，因为第二季是抢先高峰，如果你有充足的打职业需要，那你可以更晚打这张卡。但是千万不要打完这张卡就疯狂抢先，落入陷阱。
变体：冥顽之人写字台D028，可以三到五季打出冥顽之人",,
D122,售土商,Clay Seller,T4,E,,粘土運搬人,只要有饭就有相当的效果，但无奈成本太重。为了饭补助和奖励分，还是想确保有制陶所。,"When you play this card, you immediately get 2 clay. At any time, but only once per round, you can buy 2 clay for 2 food.","效果：打出时立即获得2c，之后每回合限一次，用2f买2c。
强度：打出时的2c价值2分，前两次买2c的价值较高，每c一分，之后的c不值钱。因此正常情况下，4分卡。食物溢出的缺砖局更强。
难度：3/5
用法：有强力耗砖卡和强力食物引擎再打，如泥潭。早期可以抢个炉子，烤炉之类的。搭配：铸钟售土，前期可以每回合1f，后期食物溢出甚至是每回合用2f换1分。
变体：铸钟售土陶瓷+一张面包卡如炉火，每回合烤1c，钟1c","Clay Seller Another bad conversion Occ. Rather than take the 4 clay and convert it into 2
sheep, why don't you just take 2 sheep? This doesn't even have utility for
early cattle, as 4 clay is usually a highly contested spot in the early game.",
D138,宠物爱好者,Pet Lover,T1,,,動物好き,无论是炉灶烹饪场路线还是烤面包路线都能发挥作用。由于是强化小动作，所以基本上越是优先增员，就越能发挥威力。,"Each time you use an accumulation space providing exactly 1 animal, you can leave it on the space and get one from the general supply instead, as well as 3 food and 1 grain.","效果：拿一动物时可以补充一动物到原位，然后自己得1麦+三饭
强度：全局可以触发三次左右，得5分麦子满分+9饭，这样算有9.5分收益，但是考虑到如果没这张卡就不会踩一动物，因此净收益大概5-7分左右。
难度：2/5
用法：两种玩法，第一季出羊时出，可以踩1羊，解决前两季吃饭，建议早马厩养起来，不建议早炉子吃动物。或者第四五季围好了出，踩动物补分。搭配：牛奶罐，套索，马厩卡，早围卡，织布机，挤奶凳，牲畜交易官，牧牛人，新卡牧牛贵族等不搭：挤奶处（而且bga这里有bug，挤奶处+火炉+爱宠没法拿动物烤了吃）
变体：食物缺时可以适当出烤炉",,
D144,水上工人,Water Worker,T2,,,水辺の労働者,单独使用的话火力有点不足，所以和某种连招组合在一起用吧。在日雇、芦原、渔、回合4的行动格触发效果。在BGA上由于UI的关系，往往容易忘记也能在回合4的行动格触发。,"Each time after you use the ""Fishing"" accumulation space or one of the three orthogonally adjacent actions spaces, you get 1 additional reed.","效果：踩临时工 钓鱼 芦苇滩 R4回合版时可以获得1r
强度：如果没有配合，假设R1/2打出，当即可以获得0.5分左右收益，之后平均踩四次上述版图，就是长反馈4.5分左右收益。三四号位不好打职业的话，会略弱0.5分左右。
难度：1/5
用法：R1打出 踩临时工。之后积极去踩4饭钓鱼和2r芦苇滩。搭配：钓鱼套 零工套
变体：在与其他钓鱼套 零工套组合时，它往往是最先打出的，因为第一二季的芦苇很值钱",,
D158,锱铢必较者,Bean Counter,T4,,,マメな会計士,虽然是想尽早打出的卡，但既有时间延迟效果也很朴素,"Each time you use an action space on round spaces 1 to 8, place 1 food on this card. Each time this cards has 3 food on it, move the food to your supply.","效果：每次使用1-8行动格时放1f在此卡上，每满3f拿取到供应区
强度：我们可以分析下，第一季是栅栏 羊 主发 播种，基本上是每个踩一次，第二季是生娃 翻修 石头，加起来大概有4次，第三季的猪 菜和第四次的牛石，加起来有3次就不错了，也就是说，总共顶天了有11饭。而且是超长期的反馈，每次还会有延迟。
难度：3/5
用法：轮抽时基本不考虑这张卡，除非实在没什么前期卡了，而且又小饿时可以考虑，当作12饭卡用，其实比砌墙工、室内设计师更强，因为这个12饭给的更不亏。游戏过程中，基本上R5前打出来就不会漏饭。配合：新卡的踩主发的流派，宠物爱好者、栅栏护理员这些反复踩1-8回合的卡，职业套供给饭不搭：自动翻修、自动生娃、自动动物、白给石头的套路，减少了踩1-8回合，以及前期卡",,
D168,牲畜饲养员,Stockman,T3,D,,家畜の世話人,想和畜棚系卡牌搭配使用。第14回合从家畜0的状态下一口气能集齐3种。,"When you build your 2nd/3rd/4th stable, you immediately get 1 cattle/wild boar/sheep, even if built on the same turn (but not retroactively).","效果：一旦你建造第2/3/4马厩，立即获得1牛/猪/羊
强度：短反馈6分卡，但是条件苛刻，而且有马厩的话动物会贬值，所以大概是短反馈3-6分。
难度：3/5
用法：打马厩前打出，一般是扩生完一次，拿到6w，准备扩第二次前打出。然后白嫖三只动物，之后晚围，围了后再拿一次2羊、2猪或2牛就行，养其中一种动物，这样子把牲畜饲养员价值发挥到4.5分左右。但是单这张卡不值得出马厩，要再来至少一张。搭配：马厩卡，尤其是泥耙，有机农
变体：泥耙或者有机农的好兄弟，这张卡一出基本都能吃满泥耙或有机农，可惜一般不能同时吃满泥耙或有机农","Stockman One of my favorite plays as a baker is to play the Stockman super late game
with no animals, and then use the 'build room(s)' space to build 3 stables.
POW! 9 points. The other use for him is to use him to get an early breeding pair of cattle.
All you need are 2 stables and something like the Cattle Whisperer; the fences
can come later. Most of the time, however, the lack of a way to breed the singleton animals
makes him too awkward to bother with.",
C002,马厩,Stable,T3,C,,厩,因为是1木1点，所以得分效率还算不错。想要瞄准繁殖。,"Immediately build 1 stable. (The stable costs you nothing, but you must pay the cost shown on this card.)","费用：1w
效果：传递卡，建造一个马厩
强度：如果你缺乏饲养空间，这张卡造的马厩 就是你本身必须要造的，相当于1w换2w，净 收益1 分左右。如果你不缺乏饲养空间，这张 卡只是增加了木头的平滑性，本身几乎不具备 收益。因此，这张卡强化了畜牧大户1 分。
难度：1/5
用法：预计养不下动物可以考虑要这张卡，本 身适用于最两种场景，一种是围611 这三个圈 地，强化其中的一个一格圈地，多养动物。一 种是围1111 四个圈地，强化一种一个圈地。但 是不太适用于围1122四个圈地，因为这种情况 下动物基本可以养的下。 搭配：农牧面积不平衡的流派，如8 围2 田 流，4 围6 田流。","Stable Stable One stable at half off is a pretty minor effect,
since you will always have the option to buy full priced stables later, when
you build rooms. As always, the immediate utility of this pass-card is
diminished by the fact that your left-hand opponent will probably be playing it
himself. Still, you take what you can get, and often you
won't have anything better to play.",
C044,鸡舍,Chicken Coop,,A,,鶏小屋,饭很优秀，但要注意不要让增筑变慢。不必把饭拿到最大限度，在芦变轻的时机拿就足够了。,"Place 1 food on each of the next 8 round spaces. At the start of these rounds, you get the food.",,"Chicken Coop Chicken Coop With no prerequisite and a flexible cost, it's
usually pretty easy to get this out for the full 8 food. That's an amazing deal
when you factor in the 1 VP. The only time this isn't an absolute must-play is
in 3-p, where sometimes you won't be able to spare the reed. For every other
mode, this is one of the best improvements in the game.",
C070,莴苣地,Lettuce Patch,T3,C,,レタス畑,播种的1蔬菜变成4饭+4饭。作为中盘以后补饭的手段很优秀。还带1VP也很厉害,This card is a field that can only grow vegetables. You can immediately turn each vegetable you harvested from this card into 4 food.,"条件：3 职业
效果：这张卡视为可以种蔬菜的田地，在收割 时，可以把这张卡收获的菜立即转化为4f
强度：本身1 分，每次播种可以有1 收益，每 次收割可以有0.5 收益，如果播种一次，很容易 吃到3 的总收益，是十分不错的百搭卡，但是 需要有额外的菜才会发挥作用
难度：1/5
用法：这张卡如果有麦子手段，没有菜手段， 可以早点出，手拿一菜或者用卡牌得一菜就开 播，第一次收割的菜不要转化为f，留给第五季 犁播种时种下去，后期看情况 搭配：先农后牧流，蔬菜流。","Lettuce Patch Lettuce Patch Compared to the Beanfield, the minor upgrade
doesn't quite make up for the increased Occupation requirement. It's still a
must play if you've been playing an occupation heavy game, but probably isn't
worth the effort if you only have 1 or 2 good occupations in your hand (which
is often the case).",
C087,石匠,Mason,T2,C,,壁職人,4户→5户的情况下，因为能增加人数，改建优先度会提高。5户→6户的情况下是相当于3分的奖励分。因为算作增建，所以可以发动家具调达人。,"Place a stone room on this card. Once you have a stone house with at least 4 rooms, at any time, you can add that room without paying any building resources.","效果：如果你有4石屋 可以随时扩1屋
强度：卡面价值就有3分，而且提供一居住空间，可以不用抢超生，只用扣生次。不抢超生可能就能把犁田变成犁播，再加上次发的收益，总收益得有5分左右。
难度：3/5
用法：四屋并且第五季前尽早翻修是有难度的，但是石匠值得你围绕他这么打。
变体：石匠有着抢夺房管的能力，如果你在轮抽时看到房管，应该更积极地拿石匠，此时石匠至少有T1的抓位","Mason You'll usually play this guy at the end of the game for an extra 3 points.
That's a good deal by itself, even if you don't use the extra room for another
Family Growth. Getting to a 4 room stone house can be hard sometimes, however.",
C107,烘焙师,Baker,T3,B,,パン職人,稳定的烤面包辅助。和石窑一起用的话小麦容易不够，所以和レン窑成套使用比较稳妥。注意和手推台车不太契合这一点。,"When you play this card and at the start of each feeding phase, you can take a ""Bake Bread"" action.","效果：打出此卡时送一次烤面包行动，每次收获阶段喂养前，送一次烤面包行动。
强度：只要你有足量麦子+烤炉。每次烤面包相当于把价值 2f 的小麦强化为了 5f，收益是 2.5。就算第五季打出，也有 7.5 收益。如果前期打出收益爆炸。旧卡中面包流最强势的下限食物卡。
难度：2/5
用法：一般在播种好麦田后的下一季打烤炉烤一次，然后再打烘焙再烤两次。
配合：农巡，陶瓷
不搭：新卡小麦车虽然比陶瓷强势，但是不搭配烘焙；其他用麦子特别多的卡，比如大量的啤酒套，可能农巡都不够这么多麦子
变体：陶瓷烘焙，旧卡顶级饭组合，第二季就可以开始烘，全局不饿","Baker True to his name, this is one of the best occupations for Baking in the game.
Assuming you play him with an oven and two grain fields, you should never go
hungry. The strength of this Occ varies depending on the number of players in the game.
In a 2-p game, baking strategies are horrible. For one thing, there is no early
way to get stone. For another, there are so many animals in a 2er that you not
only want them for yourself, but want to prevent your opponent from having all
of them! In a 3-p, baking is still pretty bad due to the lack of early stone,
but often the Baker is powerful enough to merit playing him anyway. In 4-p and 5-p, baking is viable enough to make the Baker a strong incentive to
bake.",
C116,家具匠,Furniture Maker,T2,,,調度品職人,如果有强力的供饭基盘就能发挥。即使空着1饭职业，也要意识到进入2饭职业的行动。即使在个人教师等非职业格子上打出，也能发动效果,"When you play this card, you immediately get 1 wood. Each time you play an occupation after this one, you get 1 wood for each food paid as occupation cost.","效果：打出时得1w 以后打职业时 获得等同于上交系统的数量的食物
强度：假设第一个打他，第二张卡得1木，第3-7张卡都多交1饭换2木，一共11木收益，损失5饭，净收益8分+，但是要打满职业加构建较强食物引擎是不容易的。
难度：5/5
用法：跟供应商一样，要在关键职业卡提前两回合打出家具匠，并且想办法尽早构建食物引擎。多拿rsf少拿w。搭配：造纸B109 供应商D152写字台D028等不搭：木偶C152乞丐
变体：学者B097家具 每次也能获得1w",,
C122,砌砖工,Bricklayer,T2,C,,レンガ貼り,如果能和レン柱或左官组成连招就很强力。即使单独使用，只要要进行砖增筑，也很值得打出。,Each improvement and each renovation cost you 1 clay less. Each room costs you 2 clay less.,"效果：打发展卡或者翻修时-1砖，造每间房子-2砖
强度：单卡几乎没有强度 可以省2-4砖，不到2分的收益。强在可以在别的卡减砖屋费用上叠加，抓到墙土修补工D121，木匠B126，支柱，架梁工A123等就起飞，是砖扩核心卡
难度：5/5
用法：砖扩很考验技术。两种打法，扩1翻或者翻完扩，要审时度势，看第二季先开翻修还是生人。搭配：砖扩卡，无子嗣蓬车鸟巢马车等保生卡，屋顶半木造等依赖于房子多的卡不搭：木扩卡
变体：十五石屋流，顾名思义 造满石屋或者留几块地给田和围，核心卡半木造（每石屋额外1分）","Bricklayer This card's value fluctuates erratically as you change the number of players.
In 2-p, this should give you about 4 or 5 clay if you have the right kind of
hand. Since clay is a genuinely scarce resource (see this thread this thread )
in 2-p, this is reasonably valuable. In 3-p and 4-p, the Bricklayer is very bad
- clay is plentiful enough for pretty much all of the clay related improvements
you could want. In 5-p, the value rises again - there is so much clay in the
game that clay rooms become a real possibility. In such a situation, the occ
could be worth as much as 8-9 clay over time. That's a good deal.",
C142,街头叫卖佬,Market Crier,T4,E,,てき屋,场上的小麦一下子变得更轻松了。如果有想要的窑炉，就要警惕其他人的动向，别让人横抢。,"Each time you use the ""Grain Seeds"" action space, you can get an additional 1 grain and 1 vegetable. If you do, each other player gets 1 grain from the general supply.","效果：每次你踩小麦种子格时，可以多拿1麦1菜，然后其他玩家每人获得1麦
强度：每次用效果可以看作多1菜，收益在1-1.5之间，但这张卡是用来打需要早麦早菜的特殊配合的，一般情况下记住打了就亏就行，不如手拿麦子手拿菜。
难度：3/5
用法：一般情况下打了就亏，胡萝卜早田套可以用，或者魅惑、啤酒套等特殊的需要早农的配合。配合：先农后牧","Market Crier A powerful effect, but you pretty much save each of your opponents one action
each time you use him. Don't try to justify him with 'everyone gets an extra
grain,' because you will be giving many (if not all) of your opponents
their",
C144,芦苇房顶翻修工,Reed Roof Renovator,T3,,,葦屋根の葺き替え屋,最多6芦苇，但在芦苇需求高的前期发动机会偏少是个缺点。,"Each time another player renovates, you immediately get 1 reed from the general supply. When you play this card in a 3-player game, you immediately get 1 reed.","效果：其他玩家翻修时，你获得1r（三人局打出也获得1r）
强度：这张卡有后期打出和前期打出两种强度，如果是后期打出，拿到其他人2-5r，基本上是2分收益，不值得打出，除非有鼓励打职业的牌或者芦苇工坊。如果是前期打出，是要抓砖扩套，尤其是石屋套，如果抓住，就能早期获得2r，后期获得3-4r，收益可以达到4+分。
难度：2/5
用法：看轮抽时砖扩套和石屋套的齐全程度，以及有没有人第一轮的轮抽就拿走这些套路卡。如果有就考虑前期打出，白嫖芦苇。",,
C153,样板工,Pattern Maker,T4,,,原型製作者,启动时机不稳定，但如果木材足够的话，得分效率并不差。,"Each time another player renovates, you can exchange exactly 2 wood for 1 grain, 1 food, and 1 bonus point.","效果：其他人翻修时可以花2w换1分+1麦+1f
强度：特殊情况下有用的后期卡，如果你缺乏麦子手段，又是先牧后农，每次都是2分换3.5分，木头不短缺的话，别人翻修3-6次就是3.5分，因为前两个麦子是2分，第三个麦子是1分，后三个麦子就只有0.5分了。如果你的木头溢出，大概2w只有1分的成本（按马厩换算），那么别人翻修3-6次就是6.5-9.5分。因此木头溢出局是有价值的，不像另一张T4卡骰子雕刻工。
难度：3/5
用法：先牧后农，木头要足够充足再用，先保障好围，然后四五季抢田，第五六季把麦子播种下去。配合：先牧后农卡或者农牧俱全卡，如大农庄",,
D020,转犁,Turnwrest Plow,T1,B,,折り返し鋤,以3木≈1次行动的成本增加2块田地。,"Place 2 field tiles on this card. Each time you use the ""Farmland"" or ""Cultivation"" action space, you can also plow up to 2 fields from this card.","条件：2 职业 费用：3w
效果：这张卡放2 田，每次使用犁田/犁播时， 可以用至多两张这张卡上的田地犁2 田
强度：白得2 田，纸面收益1 分+农业价值，比 摇摆步灵活在可以晚出晚犁，适配犁播，但是 缺木局不太好用，属于弱T1 卡。
难度：2/5
用法：晚出晚犁，适配犁播，可以在R11/12抢 先打出，等犁播，也可以早打早犁，但是一定 注意多拿木头，因为这张卡不像大犁提供这么 多田块，所以不太适合12 围4 格。可以4屋3 田15 围8 格，多木局省动。 搭配：提供木头、种子的卡","Turnwrest Plow Turnwrest Plow Compared to the Crooked Plow, the ability to use
this with your plow and/or sow doesn't quite make up for the increased
occupation requirement. Nonetheless, this is still an excellent card that I
almost always try to get out.",
D037,雕塑,Sculpture,T4,,,彫像,如果认为和工业系大进与素点相同的话，也还不错,You can only play this card if there are more complete rounds left to play than you have unused farmyard spaces.,"条件：“剩余回合数”大于“你的农场剩余空 格数” 费用：1s
效果：2 分
强度：这张卡主要是限制节奏，如果成功打出 来是1+收益。对节奏的限制较为严苛，基本只 有早围流才能接受。
难度：4/5
用法：这张卡有两个主要的时机，一个是2-4 季的早围，这个时机主要要求你围得快。另一 个是R12 回合的剩1个空格留田，可以抢先雕 塑去犁田播种，还有R13 回合的无空格，可以 抢先去翻围或者超生。 搭配：大农庄等早围流",,
D073,补给船,Supply Boat,T2,,,補給ボート,只要启动一次买点小麦或蔬菜，就有足够的手动压缩效果。1VP也很厉害,"Each time after you use the ""Fishing"" accumulation space, you can choose to buy 1 grain for 1 food, or 1 vegetable for 3 food.","条件：1 职业 费用：1w
效果：1 分，每次使用钓鱼后，可以付1f 买1 麦，或者付3f 买1 菜
强度：一般不用第二个效果，在没配合的情况 下，踩1-2 次钓鱼，踩一次的话就是1.5 收益， 踩两次是3 收益，较为稳定
难度：2/5
用法：早点打的话要估算会不会影响木头扩 生，如果不影响早点打好，这样子能拿两次麦 子，方便播种 搭配：钓鱼流",,
D077,环保砖,Recycled Brick,T2,,,再生レンガ,虽然能确保大量的砖，但石改建多半会在终盘进行，因此往往会为砖的用途而发愁。有像制陶场之类能用掉砖的手段就很优秀。,"Each time any player (including you) renovates to stone, you get 1 clay for each newly renovated room.","条件：3 职业 费用：1f
效果：每当有玩家翻修到石屋时，获得与该玩 家房间数量相同的砖
强度：后期的12 砖左右，砖工坊的强力搭配， 如果有砖工坊，这些砖基本上是3 分+4/6 饭
难度：2/5
用法：中后期控到砖工坊打出即可，如果有早 石流，还可以用这些砖翻修或者扩建 搭配：方便控砖工的卡，早石卡，后期用砖卡 如泥潭、硬陶瓷、夯实粘土 不搭：自己不翻石的卡，如羊毛毯",,
D079,胡萝卜博物馆,Carrot Museum,T1,,,人参博物館,在序盘拿能出蔬菜的卡，尽早做出2蔬菜田的话，中盘以后会轻松很多。即使单独运用，只要勤快地收集蔬菜，性能也不差。,"At the end of rounds 8, 10, and 12, you get 1 stone for each vegetable field you have and a number of wood equal to the number of vegetables in your supply.","条件：8 回合及之前 费用：1w2c
效果：2 分，在8/10/12 回合结束时，供给区每 有1 菜你就获得1w，你每有1 菜田你就获得 1s
强度：上限恐怖的卡，我们用无配合的场景计 算强度。菜会开在8/9回合，假如说开在第八回 合，那8/9/10 末动拿3 菜，可以得7 木，在第 五季播种几菜田，就可以得几s。假设菜开在9 回合，9/10 手拿2 菜，11 回合播2 菜，可以得 4w2s，这是保底的情况，那么净收益保底也有 4+分。但凡菜开在8 回合或者有配合，收益很 容易超高。
难度：3/5
用法：有早菜配合打配合，没配合8-10 回合末 动手拿菜。 搭配：早菜卡
变体：冬管胡萝卜前面冬管职业应该讲了，可 以翻翻",,
D084,饲料颗粒,Feed Pellets,T2,D,,飼料ペレット,只拿到羊也有不错的效果。争取能进行繁殖吧。如果无法以繁殖为目标，那么把蔬菜转换的有效场面就很少。,"When you play this card, you immediately get 1 sheep. In the feeding phase of each harvest, you can exchange exactly 1 vegetable for 1 animal of a type you already have.","效果：得1 羊，之后的每个丰收阶段收割后， 你可以用1 菜换1 种已有动物
强度：2 分+卡，百搭适用性强，后期可以用多 余的菜补动物分，适合动物记分流如庄园领 主、饲料室、织布机挤奶凳牧牛贵族。
难度：1/5
用法：任何时候有空打就行，可以晚点打，前 期也可以当2f 用 搭配：动物记分卡，早农早牧卡，多菜卡 不搭：挤奶处，不让房子养动物","Feed Pellets Feed Pellets I hate ragging on completely free improvements,
but this is definitely a niche ability. Veggies are worth 1 VP each, and
animals after your first one are always less than 1 VP. This means that a lot
of the time this is just not a good deal. There's also the awkwardness involved
with having plentiful veggies AND fences with animals in them (but not too many
animals!) - an uncommon situation to find yourself in, barring unusual
circumstances. The best use of this improvement is when an
occupation like the Undergardener has given you a ton of veggies. Since you're
probably going to easily max veggies, it can be nice to convert your excess
crops into some extra victory points. The card can also be a clunky way to get
a breeding pair of cattle - just take cattle at 1 and then trade in your veggie. Usually, this will have a marginal benefit, at
best. Still, it's hard to argue with the price-tag.",
D097,乞丐学徒,Begging Student,T0,,,無心する学生,只要在ステージ1出场就能把职业全都出完。选秀时要均衡地拿取从前期想出的卡到后期的得分系卡。若有几张前期想出的职业，可以在1ステージ也出除此之外的职业作为手段。书架或赞助人等职业系连携也〇。不过，家具工匠和交易教师无法连携。,"When you play this card, you must immediately take 1 begging marker. At the start of each harvest, you can play 1 occupation without paying an occupation cost.","效果：拿取一个乞讨卡，之后每个收获阶段开始时，免费打一张职业
强度：省5动至少10分，乞讨卡扣3分，省5饭至少2.5分，强度可以达到10分水准
难度：3/5
用法：轮抽时，要注意职业的平均分布，尽量不要拿太多前期职业，可以拿一些打职业得奖励的牌，但是注意和家具匠C116 没有配合，懒汉跳过的也是下一个收获阶段而不是当前的。另外，要拿一张终局职业比如荒野猎手，不然第六季的打卡就浪费了。如果有警官要扣一下，自己扣了不打，也不能让别人打了拉开三分。另外，这张卡和吹牛相反，送你更多的动，但是扣你分，需要有把动作换成分的能力和方法。搭配：荒野猎手C165，家教B099，灯笼屋C035，供应商D152，造纸人B109，教育奖励D042，书柜C068，书架，以及后期职业和鼓励打职业的卡等。不搭：警官，懒汉C108等。
变体：家教乞丐比较考验技术，两种玩法。要么第一季先家教后乞丐，要么第一季只打乞丐，用乞丐打家教。前者少一动多一分，但是所有职业都能提前一季节出，如果手上有关键的前期职业，比如木屋扩建工，可以考虑前期出。",,
D098,处理者,Transactor,T3,,,交渉使節,家畜拿不到。如果要在3种工艺里拿多个，也可以考虑出。,"Immediately before the final harvest at the end of round 14, you can take all the building resources that are left on the entire game board.","效果：在14回合结束的最后一个丰收开始前，你可以获得场上所有累积的建筑资源。
强度：终局场上大概会平均留下4r5c6w，如果你有木工坊，6w对你来说就是2分2饭，有砖工坊的话，得2分，有芦苇工坊，得2分，因此，这张卡的强度上限是7分左右，平时大概2-5分。
用法：拿到1个工坊的话打出不亏不赚，2工坊就开始赚了，有可能拿到2工坊再在前五抓考虑，否则，这张卡只能在六抓或者7抓考虑。配合：切石，蓝图，商人，早翻修卡等抢工坊的套",,
D111,室内设计师,Interior Decorator,T4,,,内装業者,如果能运用得当就是12饭，但在序盘要改建的话，感觉也有很多场合会有其他更优先的行动。,"Each time you renovate, place 1 food on each of the next 6 round spaces. At the start of these rounds, you get the food.","效果：翻修时往之后六回合各铺1f，回合开始获得
强度：典型的12f卡，但是这张的效果很苛刻，要在R8翻修到石屋才不会浪费，晚一回合浪费1f，基本只适合三房石屋流。砖扩流勉强能用。
难度：2/5
用法：三房石屋流当小男仆用，被完爆的卡",,
D148,家政专员,Domestician Expert,T4,,,屋内飼育の専門家,和能活用羊的卡牌一起出吧。单独用的话效果有点不够。,You can keep 2 sheep on the border between each pair of orthogonally adjacent rooms.,"效果：你每对正交相对的房子之间可以养2羊
强度：本身无强度，提供了1种动物的饲养空间只有1分价值，但是考虑到羊是第一季就可以生的，价值比较难算，看你第几季拿到2羊吧。羊每生一只价值1分的食物分，因此第一季打出并控到羊，有着4-5分的生育分，假如说是堆积了4羊的首锅首羊，价值可能再往上提高2-3分，因为你打了家政专员别人可能就不想打锅了。
难度：4/5
用法：尽量不要把羊放到第二季，你抢生时会被偷，而且你要早点打，别让别人出了首锅，你们俩内卷，最好自己R1拿了2c。",,
C006,碎石清理,Stone Clearing,T3,,,石取り作業,在终盘巧妙穿插使用SP的话，可以打出石改筑的奇袭。缺点是通过种播不太容易拉开分数。,Immediately place 1 stone on each of your empty fields. Harvest them during the next field phase. These fields are considered planted until then.,"费用：1f
效果：传递卡，立即在你每个空田上铺1s，这 些田不再是空田，下个收割阶段收获这些s
强度：不影响播种的话，这张卡可以在第四季 创造1-4s的价值，收益大概0.5-3 分。
难度：2/5
用法：第四季或更早拿到几个田碎石清理，然 后翻修扣主发，第五季再播种 搭配：各种犁",,
C027,蓝图,Blueprint,T2,,,建築設計図,与能提供资材的卡组合的话，也能瞄准构筑饭基盘。因为会在小型进步行动中发挥效果，所以和受注生产职人很契合。和学者不契合。,"You can build the major improvements ""Joinery"", ""Pottery"", and ""Basketmaker's Workshop"" even when taking a ""Minor Improvement"" action. They each cost you 1 stone less.","费用：1f
效果：你打工坊的费用-1s，每次你获得次发行 动时，可以转为打工坊。
强度：很舒服的卡，但是要注意，武装者、学 者给你的是打一张次发，而不是给你一次打次 发行动。真正给你打次发行动的是树农木匠、 任务型工匠这些，这些卡才可以蓝图打工坊。 如果我们打两个工坊，你省下了2s2 分，并且 强化了两次次发行动为主发行动，相当于收益 在1.5-3.5 分左右。
难度：4/5
用法：提前准备好石头和建筑资源，看好自己 什么资源溢出，可以先拿这个工坊喂饱饭。我 们需要优先打重要紧急的工坊，什么是重要的 呢？就是你溢出很多资源的，比如鱼叉猎手你 溢出芦苇，这就是重要的。什么是紧急的呢？ 就是别人也能建造的，比如别人手里攒着 2c2s，这样子你要早点拿砖工坊。 搭配：农场建筑，切石，垃圾房、家具商等主 发流卡牌；武装者、学者等打次发的卡牌，因 为减少了你打次发的需求，你才更有空在抢先 或者生次时打工坊；搬运工、树农、森林审查 员等给大量剩余建材需要工坊的卡。",,
C035,灯笼屋,Lantern House,T2,,,ランタンの家,尽量多拿职业・进步相关的牌以及较轻的进步。不要勉强运用，敢于不出牌的勇气也很重要。,"During scoring, you get 1 negative point for each card left in your hand. You cannot discard cards from your hand unplayed. If you already have, you cannot play this card.","条件：无职业 费用：1w
效果：7 分，游戏结束时，你每拥有一张手上的 牌，扣除1 分
强度：我们这样分析，如果你在R1 打出灯笼， 你相当于放弃了2w，花1w去抢先，抢先带来 的收益大概是1f 也就是1 分，由于这张卡大多 数情况下不太适合在抢生时打出，因此我们必 须这样计算机会成本。用第一季初的3w换8 分，3w本身有4 分，因此是4 分价值。但是你 在后期必须打满职业，打光次发，因此这个4 分收益的限制还是很大的。如果你在第二季生 娃时打出，这张卡的价值会提高到接近6 分。
难度：5/5
用法：根据我们刚才的分析，这张卡有两个流 派，R1/2 打出，或者是第二季打出。如果你有 很急迫打出的卡如线人，那么推荐走前者。如 果你拿到的卡牌，如伐木工这种强度一般的前 期卡，我推荐你第二季再打灯笼。总的来说， 如果你的职业卡牌在第一季创造不了2 分的价 值，就请第二季再打灯笼。很多高分记录都是 第二季的灯笼打出的，轮抽时手上多拿后期职 业，便宜次发、传递卡。 搭配：很需要职业套卡牌，也需要一点点次发 套卡牌，手上多握点传递卡，后期卡 不搭：警官，限制大、高费用、使用场合少的 卡牌，过多的前期卡",,
